CHAMP;CODE;DESIGNATION;IDINTERNECLT;LIBELLE;TYPE;VALEURACTUEL
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000505;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000436;Date invalide;Erreur;ND
mobile;OBL002;;10200000456;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200000548;Champ obligatoire manquant;Erreur;
secActEcon;OBL002;;10200000436;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000436;Syntaxe spécifique non respectée;Erreur;ND
mobile;OBL002;;10200000427;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000427;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000427;Format incorrect;Erreur;ND
mobile;OBL002;;10200000507;Champ obligatoire manquant;Erreur;
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000436;Format incorrect;Erreur;ND
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000427;Syntaxe spécifique non respectée;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000456;Format incorrect;Erreur;ND
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000425;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000425;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200000425;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000425;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200000500;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200000407;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000456;Date invalide;Erreur;ND
rccm;SYN001;La longueur doit etre comprise entre 15 et 25 caractères, longueur actuelle : 2;10200000407;Format incorrect;Erreur;ND
secActEcon;OBL002;;10200000407;Champ obligatoire manquant;Erreur;
nifp;SYN003;La valeur saisie doit être de type numérique, de longueur 9, ;10200000407;Syntaxe spécifique non respectée;Erreur;ND
secActEcon;OBL002;;10200000427;Champ obligatoire manquant;Erreur;
mobile;OBL002;;10200000425;Champ obligatoire manquant;Erreur;
datCreat;SYN004;Format attendu pour les dates est JJMMAAAA;10200000407;Date invalide;Erreur;ND
